п1406;Переплетный;Клей "PUR" СМ-712;кг;;8,33;EUR
п9584;Переплетный;Клей "Ситол" 2085;кг;;202,5;RUR
п8333;Переплетный;Клей "Ситол" 2392;кг;;429,17;RUR
п8766;Переплетный;Клей "Ситол" 2185;кг;;211,67;RUR
п8770;Переплетный;Клей "Ситол" 42WS;кг;;325;RUR
п1569;Переплетный;Клей "Ситол" 2189;кг;;191,67;RUR
п9559;Переплетный;Клей "КЖ" 107;кг;;191,67;RUR
г4625;Гофро;Клей "ВАЦЕКОЛ";кг;;75;RUR
г1305;Гофро;Клей "Крахмальный" (сухой);кг;;59;RUR
п1037;Переплетный;Клей-карандаш "Эргомелт"(большой);шт.;;22,66;RUR
п5661;Переплетный;Пленка термоусадочная 350мм;м.;;1,42;RUR
п1945;Переплетный;Пленка термоусадочная 300мм;м.;;1,8;RUR
п4511;Переплетный;Пленка термоусадочная 400мм;м.;;1,86;RUR
п8450;Переплетный;Пленка для ламинир. 610мм 25-32мкм, глянцевая;п.м.;;0,08;EUR
п2987;Переплетный;Пленка для ламинир. 610мм 25-32мкм, матовая;п.м.;;0,08;EUR
п9698;Переплетный;Пленка для ламинир. 460мм 25-32мкм, глянцевая;п.м.;;0,06;EUR
п7329;Переплетный;Пленка для ламинир. 460мм 25-32мкм, матовая;п.м.;;0,06;EUR
п6236;Переплетный;Пленка для ламинир. 460мм (для цифры), глянцевая;п.м.;;0,28;EUR
п3252;Переплетный;Пленка для ламинир. 460мм (для цифры), матовая;п.м.;;0,3;EUR
п5178;Переплетный;Пленка для ламинир. 610мм (для цифры), глянцевая;п.м.;;0,49;EUR
п1134;Переплетный;Пленка для ламинир. 610мм (для цифры), матовая;п.м.;;0,49;EUR
п4072;Переплетный;Пленка для лам. Софт Тач (для цифры), (ширина 460мм);п.м.;;0,37;EUR
п8961;Переплетный;Пленка для ламинир. 495мм 25-32мкм, глянцевая;п.м.;;0,06;EUR
п4281;Переплетный;Пленка для ламинир. 495мм 25-32мкм, матовая;п.м.;;0,06;EUR
п5642;Переплетный;Пленка для ламинир. 495мм 50мкм, лен;п.м.;;0,74;EUR
п4762;Переплетный;Пленка для ламинир. 490мм 100мкм, глянцевая;п.м.;;0,58;EUR
п7993;Переплетный;Пленка для ламинир. 490мм 100мкм, матовая;п.м.;;0,58;EUR
п6536;Переплетный;Пленка для ламинир. 450мм 75мкм, глянцевая;п.м.;;0,42;EUR
п9902;Переплетный;Пленка для ламинир. 490мм 75мкм, матовая;п.м.;;0,46;EUR
п3190;Переплетный;Пленка Софт Тач (ширина 360мм);п.м.;;0,53;EUR
п1776;Переплетный;Пленка Софт Тач (ширина 460мм);п.м.;;0,68;EUR
п6974;Переплетный;Пленка Софт Тач (ширина 500мм);п.м.;;0,74;EUR
п9212;Переплетный;Пленка Софт Тач (ширина 530мм);п.м.;;0,78;EUR
п1903;Переплетный;Пленка Софт Тач (ширина 610мм);п.м.;;0,9;EUR
п1022;Переплетный;Пленка Софт Скин (ширина 460мм);п.м.;;0,37;EUR
п6572;Переплетный;Пленка Софт Скин (ширина 500мм);п.м.;;0,4;EUR
п1776;Переплетный;Проволока полиграфическая 0,5 на ВШРА;кг;;401,7;RUR
п5000;Переплетный;Проволока 0,8;кг;;461,96;RUR
п2676;Переплетный;Пружина металлическая;зв.;;0,2;RUR
п3987;Переплетный;Пружина металлическая 9,5мм;зв.;;0,15;RUR
п6723;Переплетный;Пружина металлическая 6,9 мм белая;зв.;;0,1;RUR
п7964;Переплетный;Пружина металлическая 8 мм белая;зв.;;0,12;RUR
п9136;Переплетный;Пружина металлическая 12 мм белая;зв.;;0,19;RUR
п6055;Переплетный;Пружина металлическая 14 мм белая;зв.;;0,21;RUR
п8366;Переплетный;Фольга ЛК золото 610мм;кв.м.;;25,16;RUR
п9461;Переплетный;Фольга ЛК серебро 610мм;кв.м.;;25,16;RUR
п9099;Переплетный;Фольга колорит 610мм;кв.м.;;34,5;RUR
п6235;Переплетный;Фольга галографическая 610мм;кв.м.;;149,35;RUR
п7496;Переплетный;Курсор синий/красный;шт.;;3,66;RUR
п4137;Переплетный;Нитки 50к суров. капрон;кг;;367,71;RUR
п3289;Переплетный;Каптал белый, импортный;п.м.;;15;RUR
п1057;Переплетный;Каптал цветной, импортный;п.м.;;15;RUR
п6574;Переплетный;Каптал белый, отечественный;п.м.;;5;RUR
п5017;Переплетный;Скотч упаковочный;шт.;;48,56;RUR
п5808;Переплетный;Атласная лента;м.;;1,25;RUR
п9827;Переплетный;Лента упаковочная полипропиленовая 9мм х 0,5;м.;;0,5;RUR
п6890;Переплетный;Магнитный винил с клеевым слоем 0,4мм, ширина рулона 620мм х 30м;п.м.;;2,23;USD
ц6797;Цифра;XEROX (клик чернобелый);шт.;;2,5;RUR
ц1635;Цифра;XEROX (клик цветной);шт.;;3,75;RUR
п1687;Переплетный;Поддон;шт.;;250;RUR
п2974;Переплетный;Гофроящик;шт.;;10;RUR
